GENE_ID	GENE_ID_noversion	logFC.as.vector.pheno.sample.class.Intermediate.Normal	logFC.as.vector.pheno.sample.class.Poor	logCPM	F	pvalue	padj	evalue	rank	Gene stable ID	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene type	Gene % GC content	Source (gene)	HGNC symbol	HGNC ID
ENSG00000064835.10	ENSG00000064835	2.09764595	6.242734298	-0.686121054	25.2262196	6.09E-10	7.78E-08	3.46E-05	444	ENSG00000064835	POU class 1 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9210]	3	87259404	87276587	-1	protein_coding	32.39	ensembl_havana	POU1F1	HGNC:9210
ENSG00000069011.15	ENSG00000069011	4.576229045	0.637485323	0.699554174	25.19381299	6.23E-10	7.95E-08	3.54E-05	445	ENSG00000069011	paired like homeodomain 1 [Source:HGNC Symbol;Acc:HGNC:9004]	5	135027734	135034813	-1	protein_coding	59.39	ensembl_havana	PITX1	HGNC:9004
ENSG00000244116.3	ENSG00000244116	0.704120467	3.23452071	4.784356007	25.18658945	6.27E-10	7.97E-08	3.56E-05	446	ENSG00000244116	immunoglobulin kappa variable 2-28 [Source:HGNC Symbol;Acc:HGNC:5783]	2	89221698	89222461	-1	IG_V_gene	43.32	havana	IGKV2-28	HGNC:5783
ENSG00000103241.6	ENSG00000103241	4.151896838	0.035840519	-0.791363397	25.17317648	6.33E-10	8.01E-08	3.59E-05	448	ENSG00000103241	forkhead box F1 [Source:HGNC Symbol;Acc:HGNC:3809]	16	86510527	86515422	1	protein_coding	55.29	ensembl_havana	FOXF1	HGNC:3809
ENSG00000146411.5	ENSG00000146411	-1.643503041	-1.388476765	0.588143458	25.17690835	6.31E-10	8.01E-08	3.58E-05	447	ENSG00000146411	solute carrier family 2 member 12 [Source:HGNC Symbol;Acc:HGNC:18067]	6	133988697	134052636	-1	protein_coding	40.99	ensembl_havana	SLC2A12	HGNC:18067
ENSG00000207749.4	ENSG00000207749	-4.981933425	-6.377169477	-8.079169686	25.16926479	6.34E-10	8.02E-08	3.6E-05	449	ENSG00000207749	microRNA 299 [Source:HGNC Symbol;Acc:HGNC:31618]	14	101023794	101023856	1	miRNA	38.1	mirbase	MIR299	HGNC:31618
ENSG00000228778.2	ENSG00000228778	8.077226915	6.895937771	0.960400168	25.14459318	6.46E-10	8.14E-08	3.66E-05	450	ENSG00000228778	novel transcript	10	99526948	99528467	1	lincRNA	56.78	havana		
ENSG00000108924.13	ENSG00000108924	2.963003521	5.237757904	2.040837804	25.13943395	6.48E-10	8.15E-08	3.68E-05	451	ENSG00000108924	HLF, PAR bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:4977]	17	55264960	55325187	1	protein_coding	43.3	ensembl_havana	HLF	HGNC:4977
ENSG00000253691.2	ENSG00000253691	0.651853519	3.271423298	1.795963905	25.12345097	6.56E-10	8.23E-08	3.72E-05	452	ENSG00000253691	immunoglobulin kappa variable 2/OR22-4 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5813]	22	16914235	16914981	-1	IG_V_pseudogene	45.11	havana	IGKV2OR22-4	HGNC:5813
ENSG00000151303.11	ENSG00000151303	-1.172665739	-1.155869766	1.795721716	25.09969165	6.67E-10	8.33E-08	3.78E-05	453.5	ENSG00000151303	novel transcript	10	86992406	87010203	1	processed_transcript	40.61	havana		
ENSG00000223646.1	ENSG00000223646	0.089612547	4.043318027	-4.217764153	25.10028659	6.66E-10	8.33E-08	3.78E-05	453.5	ENSG00000223646	novel transcript	7	112622378	112708080	1	lincRNA	38.27	havana		
ENSG00000116329.10	ENSG00000116329	-1.092731401	-1.379244339	0.523993579	25.06182277	6.85E-10	8.54E-08	3.89E-05	455	ENSG00000116329	opioid receptor delta 1 [Source:HGNC Symbol;Acc:HGNC:8153]	1	28812142	28871267	1	protein_coding	50.14	ensembl_havana	OPRD1	HGNC:8153
ENSG00000225083.1	ENSG00000225083	-4.618697467	-3.012860331	-1.230797483	25.03365592	6.99E-10	8.7E-08	3.97E-05	456	ENSG00000225083	GRTP1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39917]	13	113351673	113361868	1	antisense	46.77	havana	GRTP1-AS1	HGNC:39917
ENSG00000283165.1	ENSG00000283165	-4.843847024	-2.54472875	-9.890901226	25.01820375	7.07E-10	8.77E-08	4.01E-05	457	ENSG00000283165	microRNA 203b [Source:HGNC Symbol;Acc:HGNC:41811]	14	104117418	104117503	-1	miRNA	54.65	mirbase	MIR203B	HGNC:41811
ENSG00000205502.3	ENSG00000205502	5.255497959	1.185542707	-0.569025494	24.99170387	7.2E-10	8.92E-08	4.09E-05	458	ENSG00000205502	C2 calcium dependent domain containing 4B [Source:HGNC Symbol;Acc:HGNC:33628]	15	62163535	62165285	-1	protein_coding	67.16	ensembl_havana	C2CD4B	HGNC:33628
ENSG00000166794.4	ENSG00000166794	-0.79720983	-0.964313177	7.183018809	24.96933021	7.32E-10	9.01E-08	4.15E-05	461	ENSG00000166794	peptidylprolyl isomerase B [Source:HGNC Symbol;Acc:HGNC:9255]	15	64155812	64163205	-1	protein_coding	52.92	ensembl_havana	PPIB	HGNC:9255
ENSG00000130844.16	ENSG00000130844	0.034416904	1.304099589	4.866929829	24.97420674	7.29E-10	9.01E-08	4.14E-05	459.5	ENSG00000130844	zinc finger protein 331 [Source:HGNC Symbol;Acc:HGNC:15489]	19	53519527	53580269	1	protein_coding	44.49	ensembl_havana	ZNF331	HGNC:15489
ENSG00000275620.1	ENSG00000275620	0.846488065	3.017542428	-2.280047714	24.97254565	7.3E-10	9.01E-08	4.14E-05	459.5	ENSG00000275620	novel transcript, antisense to NKAIN4	20	63253978	63261615	1	antisense	61.9	havana		
ENSG00000165105.9	ENSG00000165105	0.068213632	1.66958747	-2.481159856	24.93955692	7.48E-10	9.18E-08	4.24E-05	462	ENSG00000165105	RAS and EF-hand domain containing [Source:HGNC Symbol;Acc:HGNC:26464]	9	82979590	83063177	-1	protein_coding	40	ensembl_havana	RASEF	HGNC:26464
ENSG00000228623.4	ENSG00000228623	0.182128121	2.644691139	-0.505250985	24.92861161	7.54E-10	9.24E-08	4.28E-05	463	ENSG00000228623	zinc finger protein 883 [Source:HGNC Symbol;Acc:HGNC:27271]	9	112957722	113012227	-1	transcribed_unprocessed_pseudogene	39.76	havana	ZNF883	HGNC:27271
ENSG00000109684.14	ENSG00000109684	0.097940711	2.658311754	2.021475802	24.90906182	7.64E-10	9.35E-08	4.34E-05	464	ENSG00000109684	cytokine dependent hematopoietic cell linker [Source:HGNC Symbol;Acc:HGNC:17438]	4	10486395	10684768	-1	protein_coding	41.51	ensembl_havana	CLNK	HGNC:17438
ENSG00000257718.1	ENSG00000257718	5.963860495	5.871605929	-1.618329031	24.89009808	7.75E-10	9.44E-08	4.4E-05	466	ENSG00000257718	CPNE8 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53937]	12	38906451	38909592	1	antisense	39.18	havana	CPNE8-AS1	HGNC:53937
ENSG00000221614.1	ENSG00000221614	-6.23073619	-3.155670401	-7.276653369	24.88622487	7.77E-10	9.44E-08	4.41E-05	466	ENSG00000221614	microRNA 1185-2 [Source:HGNC Symbol;Acc:HGNC:35254]	14	101044198	101044283	1	miRNA	38.37	mirbase	MIR1185-2	HGNC:35254
ENSG00000104427.11	ENSG00000104427	2.704457106	3.429459107	1.519932094	24.88678961	7.77E-10	9.44E-08	4.41E-05	466	ENSG00000104427	zinc finger C2HC-type containing 1A [Source:HGNC Symbol;Acc:HGNC:24277]	8	78666089	78719765	1	protein_coding	34.77	ensembl_havana	ZC2HC1A	HGNC:24277
ENSG00000143369.14	ENSG00000143369	-1.86440195	-1.479054749	3.638043401	24.8649613	7.89E-10	9.56E-08	4.48E-05	468	ENSG00000143369	extracellular matrix protein 1 [Source:HGNC Symbol;Acc:HGNC:3153]	1	150508062	150513789	1	protein_coding	55.19	ensembl_havana	ECM1	HGNC:3153
ENSG00000167081.16	ENSG00000167081	2.451918702	1.551656618	5.869470294	24.8603631	7.91E-10	9.57E-08	4.49E-05	469	ENSG00000167081	PBX homeobox 3 [Source:HGNC Symbol;Acc:HGNC:8634]	9	125747345	125967377	1	protein_coding	37.29	ensembl_havana	PBX3	HGNC:8634
ENSG00000230882.1	ENSG00000230882	-3.503036269	-4.55112146	2.46669915	24.84637081	7.99E-10	9.65E-08	4.54E-05	470	ENSG00000230882	hypothetical protein LOC285908 (LOC285908) pseudogene	7	76071469	76074963	-1	processed_pseudogene	68.35	havana		
ENSG00000157152.16	ENSG00000157152	1.173836235	2.929348144	0.13972619	24.83829953	8.04E-10	9.69E-08	4.56E-05	471	ENSG00000157152	synapsin II [Source:HGNC Symbol;Acc:HGNC:11495]	3	12004388	12192032	1	protein_coding	40.98	ensembl_havana	SYN2	HGNC:11495
ENSG00000113083.12	ENSG00000113083	0.548152265	2.612742734	2.147674887	24.82785357	8.1E-10	9.72E-08	4.6E-05	472.5	ENSG00000113083	lysyl oxidase [Source:HGNC Symbol;Acc:HGNC:6664]	5	122063195	122078360	-1	protein_coding	37.93	ensembl_havana	LOX	HGNC:6664
ENSG00000267218.2	ENSG00000267218	-1.847603827	-2.795159232	1.850924663	24.82708229	8.11E-10	9.72E-08	4.6E-05	472.5	ENSG00000267218	polymerase (RNA) mitochondrial (DNA directed) (POLRMT) pseudogene	19	15902300	15903238	-1	processed_pseudogene	62.09	havana		
ENSG00000070748.17	ENSG00000070748	-2.185527777	-2.742717952	-4.011536974	24.80643454	8.23E-10	9.85E-08	4.67E-05	474	ENSG00000070748	choline O-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:1912]	10	49609095	49665104	1	protein_coding	51.04	ensembl_havana	CHAT	HGNC:1912
ENSG00000282935.1	ENSG00000282935	-1.706455483	0.896757064	-2.807324351	24.78999079	8.32E-10	9.94E-08	4.72E-05	475	ENSG00000282935	double homeobox 4 like 34 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:51772]	20	29410348	29411600	-1	unprocessed_pseudogene	65.2	havana	DUX4L34	HGNC:51772
ENSG00000146469.12	ENSG00000146469	2.518000843	6.213365383	-2.034626205	24.77844237	8.39E-10	1E-07	4.76E-05	476	ENSG00000146469	vasoactive intestinal peptide [Source:HGNC Symbol;Acc:HGNC:12693]	6	152750797	152759765	1	protein_coding	33.81	ensembl_havana	VIP	HGNC:12693
ENSG00000274736.4	ENSG00000274736	4.977588632	3.745368947	2.04388186	24.76497722	8.48E-10	1.01E-07	4.81E-05	478	ENSG00000274736	C-C motif chemokine ligand 23 [Source:HGNC Symbol;Acc:HGNC:10622]	17	36013056	36017972	-1	protein_coding	41.33	ensembl_havana	CCL23	HGNC:10622
ENSG00000128422.15	ENSG00000128422	-2.51588596	-4.563788361	1.615574247	24.76824348	8.46E-10	1.01E-07	4.8E-05	477	ENSG00000128422	keratin 17 [Source:HGNC Symbol;Acc:HGNC:6427]	17	41619441	41624842	-1	protein_coding	58.66	ensembl_havana	KRT17	HGNC:6427
ENSG00000196353.11	ENSG00000196353	0.58695713	2.630847321	-1.780528595	24.74631772	8.59E-10	1.02E-07	4.87E-05	479	ENSG00000196353	copine 4 [Source:HGNC Symbol;Acc:HGNC:2317]	3	131533555	132285410	-1	protein_coding	38.99	ensembl_havana	CPNE4	HGNC:2317
ENSG00000207646.1	ENSG00000207646	-5.973891503	-4.083004508	-7.515582284	24.73537003	8.66E-10	1.02E-07	4.91E-05	481	ENSG00000207646	microRNA 655 [Source:HGNC Symbol;Acc:HGNC:32911]	14	101049550	101049646	1	miRNA	35.05	mirbase	MIR655	HGNC:32911
ENSG00000168297.15	ENSG00000168297	-0.93291133	-0.799864685	6.770194026	24.74213752	8.62E-10	1.02E-07	4.89E-05	480	ENSG00000168297	PX domain containing serine/threonine kinase like [Source:HGNC Symbol;Acc:HGNC:23326]	3	58332880	58426126	1	protein_coding	43.61	ensembl_havana	PXK	HGNC:23326
ENSG00000199282.1	ENSG00000199282	4.673877044	0.328430071	-9.971139339	25.76271659	8.75E-10	1.03E-07	4.96E-05	482	ENSG00000199282		13	72586680	72586810	1	snoRNA	48.09	ensembl		
ENSG00000253883.1	ENSG00000253883	0.48430899	3.08588487	1.032664099	24.63749126	9.29E-10	1.09E-07	5.27E-05	483	ENSG00000253883	immunoglobulin heavy variable 3-19 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5584]	14	106196700	106196990	-1	IG_V_pseudogene	55.33	havana	IGHV3-19	HGNC:5584
ENSG00000233427.1	ENSG00000233427	-1.214766509	-1.647706179	-1.102675777	24.59789755	9.56E-10	1.12E-07	5.42E-05	484	ENSG00000233427	novel transcript	1	28870483	28877336	-1	antisense	49.15	havana		
ENSG00000180861.9	ENSG00000180861	0.441920255	3.473374374	-4.787804314	24.53221946	1E-09	1.17E-07	5.68E-05	485	ENSG00000180861	long intergenic non-protein coding RNA 1559 [Source:HGNC Symbol;Acc:HGNC:26598]	12	13371089	13387167	-1	lincRNA	44.21	ensembl_havana	LINC01559	HGNC:26598
ENSG00000203799.11	ENSG00000203799	2.326391631	3.267229687	2.238278347	24.46047829	1.06E-09	1.23E-07	5.99E-05	486	ENSG00000203799	coiled-coil domain containing 162, pseudogene [Source:HGNC Symbol;Acc:HGNC:21565]	6	109165831	109355063	1	transcribed_unitary_pseudogene	41.97	ensembl_havana	CCDC162P	HGNC:21565
ENSG00000257176.2	ENSG00000257176	0.422032564	1.577444959	3.180627053	24.43246984	1.08E-09	1.25E-07	6.11E-05	487	ENSG00000257176	novel transcript, antisense to FAR2	12	29280418	29317848	-1	antisense	37.22	havana		
ENSG00000260802.1	ENSG00000260802	5.072006206	5.426458057	0.30680141	24.42452983	1.08E-09	1.26E-07	6.14E-05	488	ENSG00000260802	serine rich and transmembrane domain containing 2 [Source:HGNC Symbol;Acc:HGNC:48576]	X	111511662	111522399	1	protein_coding	36.81	havana	SERTM2	HGNC:48576
ENSG00000108175.16	ENSG00000108175	0.854098944	1.302408656	8.050004436	24.41076039	1.09E-09	1.27E-07	6.2E-05	489	ENSG00000108175	zinc finger MIZ-type containing 1 [Source:HGNC Symbol;Acc:HGNC:16493]	10	79068966	79316528	1	protein_coding	55.32	ensembl_havana	ZMIZ1	HGNC:16493
ENSG00000105270.14	ENSG00000105270	-2.818359866	-1.316100163	4.538847973	24.39280216	1.11E-09	1.28E-07	6.28E-05	490	ENSG00000105270	CAP-Gly domain containing linker protein 3 [Source:HGNC Symbol;Acc:HGNC:24314]	19	36014660	36033343	-1	protein_coding	52.71	ensembl_havana	CLIP3	HGNC:24314
ENSG00000109452.12	ENSG00000109452	0.831253439	2.552761155	4.83754091	24.37123216	1.13E-09	1.3E-07	6.38E-05	491	ENSG00000109452	inositol polyphosphate-4-phosphatase type II B [Source:HGNC Symbol;Acc:HGNC:6075]	4	142023160	142847432	-1	protein_coding	36.41	ensembl_havana	INPP4B	HGNC:6075
ENSG00000279220.1	ENSG00000279220	0.323704969	2.382725992	-2.360719252	24.32675612	1.16E-09	1.34E-07	6.59E-05	492	ENSG00000279220	GPR1 antisense RNA [Source:HGNC Symbol;Acc:HGNC:48602]	2	206203376	206265326	1	processed_transcript	43.51	havana	GPR1-AS	HGNC:48602
ENSG00000158486.13	ENSG00000158486	0.319013372	1.757178036	0.541578805	24.29100183	1.19E-09	1.37E-07	6.76E-05	494	ENSG00000158486	dynein axonemal heavy chain 3 [Source:HGNC Symbol;Acc:HGNC:2949]	16	20933111	21159441	-1	protein_coding	44.03	ensembl_havana	DNAH3	HGNC:2949
ENSG00000164379.6	ENSG00000164379	3.918498615	-0.068799678	-1.01945516	24.29476239	1.19E-09	1.37E-07	6.75E-05	493	ENSG00000164379	forkhead box Q1 [Source:HGNC Symbol;Acc:HGNC:20951]	6	1312098	1314758	1	protein_coding	63.17	ensembl_havana	FOXQ1	HGNC:20951
ENSG00000273961.1	ENSG00000273961	8.380735237	5.201248001	-4.052867849	24.26933957	1.21E-09	1.39E-07	6.87E-05	495	ENSG00000273961		7	27185433	27185530	1	misc_RNA	68.37	ensembl		
ENSG00000141433.12	ENSG00000141433	0.690663935	4.783502536	0.114561381	24.25699504	1.22E-09	1.4E-07	6.93E-05	496	ENSG00000141433	adenylate cyclase activating polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:241]	18	904871	912172	1	protein_coding	52.94	ensembl_havana	ADCYAP1	HGNC:241
ENSG00000185101.12	ENSG00000185101	0.453173831	1.868861789	3.448615382	24.24444562	1.23E-09	1.4E-07	7E-05	498	ENSG00000185101	anoctamin 9 [Source:HGNC Symbol;Acc:HGNC:20679]	11	417933	442011	-1	protein_coding	59.43	ensembl_havana	ANO9	HGNC:20679
ENSG00000228797.2	ENSG00000228797	0.783588529	1.263770603	0.816105482	24.25236772	1.23E-09	1.4E-07	6.96E-05	497	ENSG00000228797	family with sequence similarity 207 member B, pseudogene [Source:HGNC Symbol;Acc:HGNC:39715]	13	18697003	18697507	1	processed_pseudogene	62.57	havana	FAM207BP	HGNC:39715
ENSG00000007402.11	ENSG00000007402	-2.360266499	-2.08065607	2.983979148	24.2368747	1.24E-09	1.41E-07	7.03E-05	499	ENSG00000007402	calcium voltage-gated channel auxiliary subunit alpha2delta 2 [Source:HGNC Symbol;Acc:HGNC:1400]	3	50362799	50504244	-1	protein_coding	56.52	ensembl_havana	CACNA2D2	HGNC:1400
